Animal,Breed,Age,Gender,Health Condition,Size,Color,Location,Training,Popularity,Price
Bird,Parrot,6,Female,Vaccinated,Medium,Brown,Australia,Untrained,Medium,150.0
Rabbit,Flemish Giant,14,Male,Sick,Large,White,Germany,Basic Training,Medium,133.0
Cat,Siamese,1,Female,Sick,Medium,Spotted,Australia,Basic Training,High,157.5
Dog,Poodle,6,Female,Sick,Medium,Mixed,France,Well Trained,Medium,273.0
Rabbit,Holland Lop,8,Female,Sick,Medium,Black,France,Well Trained,High,172.9
Bird,Finch,7,Female,Healthy,Large,Spotted,USA,Basic Training,Medium,175.0
Bird,Parrot,15,Female,Vaccinated,Large,Golden,UK,Highly Trained,Low,214.5
Bird,Macaw,6,Male,Healthy,Large,White,USA,Highly Trained,Low,156.0
Dog,Labrador,8,Female,Healthy,Small,Mixed,Australia,Basic Training,High,340.0
Hamster,Roborovski,6,Female,Healthy,Medium,Black,USA,Highly Trained,Low,84.5
Rabbit,Mini Rex,14,Male,Sick,Small,Grey,UK,Untrained,Low,70.0
Hamster,Campbell's,4,Female,Sick,Large,Black,India,Untrained,High,122.5
Dog,Golden Retriever,10,Male,Vaccinated,Medium,Mixed,Australia,Untrained,Medium,320.0
Hamster,Chinese,10,Male,Special Needs,Small,Spotted,UK,Well Trained,Medium,74.75
Rabbit,Angora,5,Female,Vaccinated,Large,Brown,Australia,Well Trained,High,253.5
Dog,Bulldog,7,Female,Vaccinated,Small,Black,UK,Well Trained,Medium,370.5
Cat,Sphynx,6,Male,Healthy,Medium,Mixed,USA,Well Trained,High,325.0
Hamster,Roborovski,1,Female,Vaccinated,Small,Golden,Germany,Basic Training,High,120.0
Dog,Bulldog,14,Male,Special Needs,Medium,Black,Germany,Well Trained,High,253.5
Rabbit,Holland Lop,5,Male,Sick,Small,Mixed,Australia,Basic Training,Low,38.5
Hamster,Roborovski,10,Female,Special Needs,Small,Brown,UK,Well Trained,Medium,74.75
Dog,Beagle,1,Male,Vaccinated,Small,White,Australia,Highly Trained,High,396.5
Cat,Siamese,7,Female,Sick,Large,Black,Germany,Untrained,High,192.5
Bird,Canary,8,Male,Special Needs,Large,Grey,UK,Untrained,High,115.0
Rabbit,Holland Lop,13,Male,Sick,Small,Brown,Germany,Untrained,Medium,101.5
Hamster,Roborovski,3,Female,Sick,Medium,Grey,UK,Well Trained,High,136.5
Dog,Beagle,5,Male,Vaccinated,Small,Grey,Australia,Untrained,Medium,275.0
Cat,Bengal,12,Male,Vaccinated,Small,Grey,Canada,Highly Trained,Low,208.0
Hamster,Dwarf,7,Male,Special Needs,Large,Mixed,USA,Untrained,Low,45.0
Dog,Bulldog,14,Male,Special Needs,Large,White,Canada,Basic Training,High,205.0
Cat,Maine Coon,15,Male,Vaccinated,Small,Mixed,UK,Well Trained,Medium,292.5
Cat,Siamese,2,Female,Special Needs,Large,White,India,Well Trained,High,162.5
Dog,Poodle,2,Female,Special Needs,Large,Brown,USA,Highly Trained,High,227.5
Hamster,Syrian,12,Female,Vaccinated,Large,Brown,Australia,Well Trained,Medium,214.5
Bird,Cockatiel,9,Female,Special Needs,Large,Grey,India,Highly Trained,Medium,120.25
Bird,Macaw,7,Female,Sick,Large,Spotted,Australia,Highly Trained,High,204.75
Cat,Persian,3,Male,Healthy,Medium,Spotted,Australia,Highly Trained,High,305.5
Bird,Macaw,6,Female,Sick,Small,Brown,USA,Well Trained,Low,72.8
Cat,Bengal,14,Female,Sick,Small,White,France,Untrained,Low,119.0
Hamster,Chinese,15,Male,Sick,Medium,White,Germany,Untrained,Medium,112.0
Cat,Persian,1,Female,Healthy,Large,Mixed,France,Well Trained,High,318.5
Cat,Bengal,3,Female,Sick,Medium,White,India,Basic Training,Low,94.5
Dog,Beagle,6,Female,Special Needs,Small,Golden,India,Untrained,Medium,140.0
Cat,Persian,7,Male,Sick,Medium,Grey,Canada,Well Trained,Low,141.05
Cat,Maine Coon,8,Female,Sick,Small,Grey,India,Well Trained,Medium,172.9
Hamster,Campbell's,14,Male,Vaccinated,Small,Spotted,Germany,Untrained,Low,85.0
Bird,Parrot,15,Male,Vaccinated,Small,Mixed,Canada,Untrained,Low,125.0
Cat,Maine Coon,11,Male,Sick,Medium,Brown,USA,Untrained,Low,122.5
Dog,Poodle,7,Female,Healthy,Small,Mixed,UK,Untrained,High,335.0
Dog,Bulldog,7,Female,Sick,Large,White,Australia,Highly Trained,High,341.25
Cat,Siamese,12,Male,Vaccinated,Large,White,India,Highly Trained,Low,260.0
Rabbit,Netherland Dwarf,10,Female,Vaccinated,Small,White,Australia,Well Trained,Low,104.0
Rabbit,Mini Rex,3,Female,Healthy,Large,White,India,Untrained,Low,85.0
Bird,Cockatiel,1,Female,Special Needs,Large,Mixed,India,Basic Training,High,97.5
Dog,Poodle,9,Male,Special Needs,Medium,Spotted,France,Untrained,Medium,157.5
Dog,Bulldog,1,Male,Sick,Small,Spotted,Germany,Highly Trained,High,277.55
Cat,Bengal,1,Male,Special Needs,Medium,Brown,USA,Basic Training,Medium,87.5
Rabbit,Angora,7,Female,Vaccinated,Small,Mixed,France,Well Trained,Low,84.5
Cat,Bengal,9,Female,Vaccinated,Medium,Spotted,Australia,Untrained,Low,165.0
Cat,Bengal,14,Male,Vaccinated,Large,Grey,USA,Basic Training,High,310.0
Cat,Sphynx,1,Female,Vaccinated,Large,Golden,Canada,Untrained,High,245.0
Bird,Macaw,9,Male,Sick,Medium,Spotted,UK,Well Trained,Low,104.65
Rabbit,Mini Rex,5,Female,Healthy,Large,Golden,India,Untrained,Medium,145.0
Bird,Parrot,11,Male,Healthy,Medium,Spotted,India,Well Trained,High,292.5
Hamster,Chinese,14,Female,Vaccinated,Small,Golden,USA,Untrained,Low,85.0
Rabbit,Angora,4,Female,Vaccinated,Medium,White,France,Highly Trained,Medium,156.0
Cat,Persian,5,Female,Sick,Large,Brown,UK,Well Trained,Medium,195.65
Cat,Sphynx,10,Male,Sick,Large,Black,USA,Well Trained,High,263.9
Rabbit,Angora,15,Male,Vaccinated,Medium,White,France,Untrained,Medium,175.0
Dog,Poodle,8,Male,Vaccinated,Small,Brown,Australia,Untrained,Low,240.0
Hamster,Syrian,2,Female,Healthy,Medium,Spotted,UK,Well Trained,Medium,123.5
Hamster,Dwarf,4,Female,Sick,Large,White,France,Highly Trained,Low,68.25
Hamster,Chinese,7,Female,Healthy,Medium,Spotted,UK,Highly Trained,High,221.0
Hamster,Dwarf,1,Female,Special Needs,Medium,Mixed,UK,Untrained,Low,20.0
Cat,Sphynx,11,Female,Sick,Small,Mixed,India,Well Trained,High,232.05
Hamster,Roborovski,12,Female,Healthy,Small,Spotted,USA,Highly Trained,High,227.5
Hamster,Campbell's,4,Female,Vaccinated,Small,Mixed,Canada,Basic Training,Low,35.0
Dog,Golden Retriever,2,Female,Special Needs,Medium,Mixed,France,Well Trained,Low,149.5
Cat,Bengal,5,Female,Sick,Medium,Golden,Germany,Basic Training,Low,101.5
Rabbit,Holland Lop,6,Male,Healthy,Large,Brown,USA,Basic Training,High,200.0
Hamster,Dwarf,9,Male,Special Needs,Small,Spotted,India,Basic Training,High,80.0
Dog,Bulldog,3,Female,Healthy,Small,White,Canada,Well Trained,Medium,344.5
Dog,Bulldog,15,Female,Special Needs,Large,Black,India,Basic Training,Medium,182.5
Rabbit,Flemish Giant,4,Male,Special Needs,Small,White,UK,Well Trained,High,97.5
Rabbit,Mini Rex,2,Female,Healthy,Large,Spotted,India,Untrained,High,180.0
Rabbit,Flemish Giant,8,Male,Sick,Large,White,Canada,Highly Trained,Medium,145.6
Hamster,Syrian,11,Male,Special Needs,Small,White,India,Highly Trained,Medium,78.0
Hamster,Roborovski,4,Female,Special Needs,Large,Black,Australia,Highly Trained,Medium,81.25
Hamster,Dwarf,5,Female,Sick,Medium,Mixed,UK,Well Trained,High,145.6
Dog,Labrador,5,Male,Sick,Small,Mixed,France,Basic Training,Low,157.5
Bird,Canary,15,Female,Healthy,Medium,Spotted,USA,Basic Training,Low,145.0
Hamster,Roborovski,14,Female,Sick,Small,Golden,France,Basic Training,Low,59.5
Bird,Cockatiel,14,Male,Special Needs,Large,Mixed,UK,Well Trained,High,169.0
Cat,Siamese,13,Male,Sick,Small,Mixed,Germany,Untrained,Medium,150.5
Dog,Poodle,4,Male,Special Needs,Large,Spotted,Australia,Well Trained,High,234.0
Hamster,Chinese,3,Male,Vaccinated,Medium,Black,Australia,Basic Training,Low,50.0
Dog,Golden Retriever,4,Male,Special Needs,Small,Black,Australia,Well Trained,High,208.0
Rabbit,Mini Rex,7,Female,Vaccinated,Medium,Black,USA,Highly Trained,Medium,175.5
Cat,Bengal,12,Male,Healthy,Small,White,USA,Untrained,Medium,210.0
Cat,Bengal,1,Female,Vaccinated,Small,Spotted,Germany,Basic Training,Medium,155.0
Dog,Golden Retriever,6,Female,Vaccinated,Large,Spotted,Germany,Basic Training,Low,270.0
Cat,Sphynx,5,Female,Sick,Small,Spotted,Canada,Well Trained,Medium,159.25
Hamster,Dwarf,1,Female,Vaccinated,Large,Golden,UK,Untrained,Low,60.0
Bird,Parrot,12,Female,Sick,Small,Golden,Germany,Well Trained,High,191.1
Hamster,Syrian,2,Male,Special Needs,Medium,Spotted,USA,Untrained,High,72.5
Cat,Siamese,6,Male,Sick,Large,Spotted,India,Well Trained,Low,154.7
Cat,Maine Coon,8,Female,Special Needs,Large,White,Australia,Basic Training,High,140.0
Hamster,Chinese,3,Male,Special Needs,Small,Golden,France,Untrained,Medium,40.0
Dog,Poodle,5,Male,Healthy,Medium,Spotted,UK,Untrained,Medium,295.0
Hamster,Chinese,8,Male,Vaccinated,Large,Brown,France,Highly Trained,High,253.5
Rabbit,Holland Lop,1,Female,Sick,Small,Brown,Germany,Highly Trained,High,122.85
Hamster,Syrian,1,Male,Sick,Medium,Spotted,USA,Highly Trained,Medium,81.9
Hamster,Chinese,5,Male,Sick,Large,Golden,UK,Highly Trained,Low,72.8
Rabbit,Angora,6,Male,Sick,Small,Golden,Germany,Highly Trained,High,145.6
Hamster,Campbell's,4,Female,Sick,Small,White,USA,Well Trained,Low,31.85
Dog,Golden Retriever,4,Female,Healthy,Small,White,Canada,Highly Trained,High,416.0
Rabbit,Netherland Dwarf,14,Male,Vaccinated,Small,Black,Germany,Basic Training,High,200.0
Hamster,Dwarf,8,Male,Healthy,Small,Grey,USA,Highly Trained,High,201.5
Bird,Macaw,7,Male,Sick,Large,White,India,Basic Training,Medium,122.5
Bird,Finch,7,Male,Healthy,Small,Spotted,Australia,Basic Training,Low,85.0
Dog,Labrador,4,Female,Healthy,Small,Spotted,Australia,Highly Trained,Low,286.0
Cat,Siamese,11,Male,Special Needs,Small,White,USA,Basic Training,High,127.5
Dog,Poodle,14,Male,Sick,Large,Mixed,Canada,Well Trained,Medium,327.6
Hamster,Dwarf,14,Male,Healthy,Medium,Mixed,UK,Highly Trained,High,266.5
Hamster,Campbell's,8,Female,Special Needs,Small,Golden,Germany,Basic Training,High,77.5
Hamster,Roborovski,8,Female,Sick,Small,Mixed,France,Well Trained,High,141.05
Rabbit,Mini Rex,13,Male,Sick,Medium,Spotted,Australia,Untrained,High,150.5
Hamster,Dwarf,11,Female,Vaccinated,Small,White,Germany,Basic Training,High,170.0
Bird,Macaw,3,Female,Vaccinated,Medium,Golden,France,Basic Training,Low,85.0
Bird,Finch,1,Female,Healthy,Medium,Golden,Canada,Untrained,High,175.0
Hamster,Chinese,10,Female,Vaccinated,Large,Brown,Germany,Well Trained,Low,136.5
Dog,Poodle,3,Male,Healthy,Small,White,India,Highly Trained,High,409.5
Hamster,Roborovski,13,Female,Special Needs,Large,Grey,UK,Highly Trained,Low,78.0
Hamster,Chinese,7,Female,Sick,Medium,Brown,USA,Untrained,Low,49.0
Hamster,Roborovski,11,Female,Sick,Large,Golden,Australia,Basic Training,Medium,112.0
Bird,Macaw,13,Male,Special Needs,Small,Spotted,USA,Untrained,High,107.5
Cat,Sphynx,7,Male,Healthy,Large,Black,Australia,Highly Trained,Medium,292.5
Dog,Bulldog,8,Female,Vaccinated,Small,Spotted,Germany,Well Trained,High,442.0
Hamster,Syrian,9,Male,Sick,Small,White,USA,Basic Training,High,112.0
Hamster,Syrian,15,Male,Healthy,Large,White,Germany,Highly Trained,High,299.0
Dog,Bulldog,10,Male,Healthy,Small,Grey,Australia,Well Trained,High,455.0
Cat,Sphynx,3,Male,Sick,Medium,Spotted,Australia,Well Trained,Medium,168.35
Bird,Canary,11,Male,Special Needs,Large,Black,France,Well Trained,Medium,126.75
Dog,Labrador,3,Female,Healthy,Large,White,Canada,Highly Trained,High,461.5
Dog,Beagle,12,Female,Special Needs,Medium,Brown,Australia,Highly Trained,Low,182.0
Cat,Persian,15,Female,Special Needs,Large,White,France,Untrained,High,157.5
Rabbit,Flemish Giant,5,Female,Vaccinated,Small,Golden,Canada,Well Trained,Medium,136.5
Bird,Canary,8,Male,Healthy,Small,Brown,USA,Well Trained,Medium,182.0
Bird,Finch,3,Female,Vaccinated,Large,Grey,India,Highly Trained,Low,136.5
Hamster,Syrian,3,Male,Special Needs,Large,Spotted,India,Untrained,Medium,60.0
Cat,Siamese,4,Female,Vaccinated,Small,Black,Canada,Basic Training,Low,120.0
Rabbit,Mini Rex,14,Male,Special Needs,Large,Spotted,USA,Highly Trained,Medium,123.5
Dog,Golden Retriever,14,Male,Special Needs,Medium,Mixed,Germany,Highly Trained,Medium,221.0
Rabbit,Netherland Dwarf,1,Male,Special Needs,Medium,Grey,Germany,Well Trained,Medium,68.25
Hamster,Dwarf,12,Male,Healthy,Medium,Grey,UK,Basic Training,Medium,145.0
Dog,Bulldog,5,Female,Healthy,Medium,Mixed,USA,Untrained,Medium,295.0
Dog,Golden Retriever,11,Male,Special Needs,Small,Black,USA,Basic Training,Low,127.5
Hamster,Campbell's,4,Female,Sick,Large,Mixed,Canada,Basic Training,High,122.5
Dog,Golden Retriever,14,Male,Vaccinated,Large,Grey,Australia,Untrained,High,410.0
Cat,Persian,9,Female,Special Needs,Large,Mixed,Canada,Basic Training,High,142.5
Bird,Canary,9,Male,Special Needs,Medium,Brown,France,Highly Trained,Medium,107.25
Bird,Finch,11,Male,Vaccinated,Small,Mixed,Canada,Untrained,Medium,155.0
Cat,Persian,8,Female,Vaccinated,Medium,Brown,UK,Highly Trained,High,338.0
Cat,Persian,4,Male,Vaccinated,Medium,Brown,Germany,Well Trained,High,312.0
Dog,Poodle,11,Male,Special Needs,Medium,White,France,Well Trained,Low,178.75
Cat,Bengal,11,Male,Special Needs,Large,Grey,UK,Well Trained,Low,126.75
Cat,Persian,4,Male,Sick,Medium,Spotted,USA,Basic Training,Low,98.0
Rabbit,Mini Rex,1,Male,Sick,Small,Grey,Canada,Well Trained,Medium,77.35
Rabbit,Flemish Giant,11,Male,Special Needs,Small,Black,UK,Well Trained,Low,55.25
Dog,Beagle,1,Male,Vaccinated,Medium,Golden,Australia,Basic Training,Medium,275.0
Cat,Persian,13,Male,Healthy,Small,Black,Australia,Highly Trained,Low,214.5
Bird,Parrot,12,Female,Vaccinated,Large,Black,Canada,Basic Training,Low,150.0
Bird,Cockatiel,2,Male,Healthy,Medium,White,Canada,Untrained,Medium,130.0
Cat,Bengal,1,Female,Sick,Large,Brown,UK,Basic Training,Low,101.5
Cat,Persian,9,Male,Healthy,Small,White,Australia,Highly Trained,Low,188.5
Cat,Bengal,13,Male,Healthy,Medium,White,France,Basic Training,Medium,235.0
Bird,Parrot,15,Female,Healthy,Medium,White,USA,Well Trained,Medium,253.5
Rabbit,Mini Rex,3,Female,Vaccinated,Small,Brown,France,Basic Training,Medium,95.0
Rabbit,Angora,1,Male,Special Needs,Medium,Brown,UK,Basic Training,Medium,52.5
Dog,Beagle,2,Male,Vaccinated,Large,Grey,Canada,Untrained,High,350.0
Dog,Poodle,15,Male,Vaccinated,Small,White,UK,Highly Trained,Low,357.5
Hamster,Chinese,15,Male,Sick,Small,White,France,Basic Training,Medium,98.0
Hamster,Syrian,3,Male,Sick,Medium,Golden,Australia,Untrained,Medium,70.0
Rabbit,Netherland Dwarf,1,Male,Special Needs,Medium,Spotted,France,Well Trained,Low,35.75
Bird,Macaw,4,Male,Special Needs,Medium,Grey,USA,Basic Training,Low,45.0
Hamster,Dwarf,13,Female,Special Needs,Large,Spotted,Canada,Basic Training,Medium,85.0
Dog,Bulldog,10,Male,Special Needs,Small,Black,France,Well Trained,High,227.5
Rabbit,Mini Rex,11,Male,Vaccinated,Medium,Mixed,USA,Basic Training,Low,105.0
Bird,Parrot,7,Male,Special Needs,Medium,White,UK,Basic Training,High,102.5
Rabbit,Holland Lop,11,Male,Healthy,Small,Spotted,India,Untrained,High,185.0
Cat,Persian,9,Male,Special Needs,Large,Mixed,India,Well Trained,High,185.25
Cat,Bengal,6,Female,Special Needs,Medium,Spotted,Germany,Untrained,Low,75.0
Cat,Sphynx,13,Female,Special Needs,Small,Spotted,Australia,Untrained,High,132.5
Cat,Sphynx,9,Female,Healthy,Large,White,Germany,Well Trained,High,370.5
Dog,Golden Retriever,7,Female,Vaccinated,Large,White,France,Well Trained,Low,357.5
Hamster,Campbell's,9,Male,Sick,Medium,Brown,Canada,Untrained,High,126.0
Dog,Bulldog,5,Male,Sick,Medium,Brown,India,Basic Training,High,241.5
Dog,Labrador,3,Male,Sick,Small,Golden,Germany,Highly Trained,Low,195.65
Cat,Siamese,6,Female,Sick,Medium,Black,France,Untrained,Medium,140.0
Dog,Beagle,11,Female,Healthy,Small,Grey,Germany,Basic Training,High,355.0
Cat,Sphynx,14,Male,Sick,Large,Brown,India,Basic Training,Medium,182.0
Rabbit,Angora,10,Female,Vaccinated,Small,Mixed,Canada,Highly Trained,High,234.0
Bird,Cockatiel,9,Female,Special Needs,Medium,Spotted,USA,Untrained,High,107.5
Dog,Beagle,5,Female,Special Needs,Small,Spotted,UK,Highly Trained,Medium,178.75
Rabbit,Holland Lop,11,Female,Special Needs,Medium,Mixed,Australia,Untrained,High,102.5
Bird,Canary,5,Male,Vaccinated,Small,Brown,France,Highly Trained,Medium,162.5
Bird,Parrot,9,Male,Vaccinated,Medium,Brown,Australia,Basic Training,Low,115.0
Rabbit,Holland Lop,8,Male,Vaccinated,Medium,Spotted,Australia,Basic Training,High,190.0
Hamster,Syrian,4,Female,Special Needs,Medium,Mixed,Australia,Well Trained,Medium,68.25
Bird,Canary,14,Male,Healthy,Large,Golden,UK,Untrained,Medium,210.0
Hamster,Chinese,10,Female,Vaccinated,Medium,Black,France,Basic Training,High,185.0
Hamster,Roborovski,8,Male,Healthy,Medium,Brown,UK,Highly Trained,Medium,162.5
Bird,Canary,5,Male,Healthy,Medium,Spotted,Canada,Untrained,High,195.0
Rabbit,Holland Lop,8,Male,Vaccinated,Small,Black,UK,Highly Trained,High,221.0
Rabbit,Angora,5,Male,Special Needs,Large,Brown,Germany,Highly Trained,Low,61.75
Rabbit,Netherland Dwarf,5,Male,Special Needs,Small,White,UK,Untrained,Low,27.5
Rabbit,Angora,11,Male,Vaccinated,Small,Spotted,UK,Highly Trained,Medium,175.5
Rabbit,Netherland Dwarf,4,Male,Special Needs,Medium,White,France,Basic Training,Medium,60.0
Bird,Parrot,7,Female,Sick,Large,Spotted,Australia,Untrained,Low,87.5
Rabbit,Netherland Dwarf,1,Male,Vaccinated,Large,Brown,Australia,Well Trained,Low,97.5
Bird,Cockatiel,14,Female,Vaccinated,Medium,White,USA,Highly Trained,High,312.0
Hamster,Syrian,15,Female,Healthy,Medium,Grey,USA,Untrained,Medium,160.0
Dog,Labrador,12,Female,Special Needs,Small,Brown,Australia,Untrained,Medium,155.0
Cat,Siamese,2,Male,Vaccinated,Large,Spotted,USA,Basic Training,High,250.0
Dog,Golden Retriever,5,Male,Vaccinated,Large,Grey,India,Basic Training,Low,265.0
Rabbit,Holland Lop,5,Male,Vaccinated,Large,Black,France,Well Trained,Medium,188.5
Bird,Macaw,6,Female,Sick,Large,Grey,Germany,Well Trained,Low,109.2
Dog,Labrador,11,Female,Special Needs,Small,Brown,USA,Well Trained,High,230.75
Rabbit,Holland Lop,9,Male,Vaccinated,Small,Mixed,India,Well Trained,High,227.5
Dog,Poodle,7,Male,Sick,Medium,Spotted,Germany,Basic Training,Medium,213.5
Hamster,Roborovski,5,Female,Sick,Medium,Mixed,India,Basic Training,Low,42.0
Cat,Persian,7,Male,Vaccinated,Large,Mixed,France,Highly Trained,High,357.5
Dog,Bulldog,14,Female,Vaccinated,Large,Mixed,France,Basic Training,Low,310.0
Bird,Macaw,5,Male,Sick,Large,Mixed,France,Highly Trained,High,195.65
Rabbit,Netherland Dwarf,4,Male,Vaccinated,Medium,Mixed,Australia,Untrained,Low,70.0
Rabbit,Flemish Giant,8,Female,Sick,Small,Golden,Germany,Highly Trained,High,154.7
Dog,Bulldog,2,Male,Vaccinated,Medium,Brown,Germany,Basic Training,High,330.0
Hamster,Syrian,7,Male,Healthy,Medium,White,Australia,Untrained,Medium,120.0
